wavelength,emission_minus_background,calibrated_emission
271.739122871536,162,9.33165973949787
272.29531709766,147,8.467617171025845
272.851498863684,137,7.85643744230952
273.407668169609,157,9.211589107369964
273.963825015436,182,10.878792600254743
274.519969401163,171,10.493941603112381
275.076101326792,156,9.953455223078514
275.632220792322,177,11.571222695595923
276.188327797753,154,10.316074943133021
276.744422343085,95,6.68343258761759
277.300504428318,153,10.994160119064832
277.856574053453,146,10.7503274554309
278.412631218488,193,14.871413795547207
278.968675923425,142,10.974439074882289
279.524708168262,150,11.884795252204155
280.080727953001,150,12.204938252493346
280.636735277641,148,12.280982105448045
281.192730142182,154,13.182142793250478
281.748712546624,147,12.840307224584432
282.304682490967,169,15.278976404728752
282.860639975212,138,12.633250062963334
283.416584999357,131,12.552818737197176
283.972517563403,155,15.285666694722554
284.528437667351,172,17.450537394895782
285.0843453112,150,15.5906011956336
285.64024049495,133,13.958446656325037
286.196123218601,134,14.470274013763131
286.751993482153,171,19.131311679177042
287.307851285606,176,20.143734376212304
287.86369662896,144,16.978378786798178
288.419529512216,136,16.507780045292535
288.975349935372,173,21.08234499009458
289.53115789843,127,15.55370569885697
290.086953401388,142,17.208601065990596
290.642736444248,178,21.51047067878401
291.198507027009,152,18.30134624019129
291.754265149671,154,18.84540600723827
292.310010812235,158,20.019861940599718
292.865744014699,165,21.80603651051892
293.421464757064,176,24.859783476240416
293.977173039331,143,21.894848066906388
294.532868861498,143,23.815143148063555
295.088552223567,156,28.559254569940222
295.644223125537,145,28.638154059488198
296.199881567408,170,35.01764966192164
296.75552754918,146,31.166139974325006
297.311161070853,192,40.5654944981735
297.866782132427,132,28.42123234642494
298.422390733903,132,29.328241567847375
298.977986875279,160,37.34461103462864
299.533570556557,168,41.00318829315089
300.089141777735,170,43.563291018659456
300.644700538815,191,49.49107648142439
301.200246839796,159,41.18377220503381
301.755780680678,132,35.68571382792979
302.311302061461,188,51.48268766307618
302.866810982146,75,21.268294496043072
303.422307442731,147,43.53208697800522
303.977791443217,148,43.30029531165813
304.533262983605,223,65.81946318434342
305.088722063894,155,46.49230952573174
305.644168684084,139,42.31100047067757
306.199602844174,146,46.232074958689964
306.755024544167,150,47.813544408495
307.31043378406,149,48.444049191483195
307.865830563854,146,48.832657666557374
308.421214883549,174,59.63363336178059
308.976586743146,171,59.98811875474438
309.531946142643,206,74.45304932659157
310.087293082042,156,56.90885406282321
310.642627561342,144,53.64741447390355
311.197949580543,184,70.66275661476767
311.753259139645,194,75.81504326933573
312.308556238648,130,51.515533544742674
312.863840877552,171,68.35186222834704
313.419113056357,129,52.76295081170699
313.974372775064,167,69.13493304257048
314.529620033671,164,68.60201880853901
315.08485483218,145,61.06070985496908
315.64007717059,141,59.44964679083953
316.195287048901,163,71.05016847932679
316.750484467113,137,60.70344113451769
317.305669425226,123,56.63371579163314
317.86084192324,192,91.83131524138636
318.416001961155,188,90.29506386363302
318.971149538972,174,84.75536327955156
319.526284656689,154,76.60714437104421
320.081407314308,180,88.45064586401544
320.636517511828,142,70.37568335649772
321.191615249249,173,88.216354284773
321.746700526571,142,72.12444229026535
322.301773343794,169,88.91471516674233
322.856833700918,145,76.78910544139325
323.411881597943,177,95.3114227359452
323.96691703487,180,99.83492329015962
324.521940011697,161,90.36811803046197
325.076950528426,158,91.93497340994111
325.631948585056,135,78.06912408860651
326.186934181586,158,91.6371323615173
326.741907318018,169,99.03649620943828
327.296867994352,169,101.71532953254183
327.851816210586,166,101.33870388951227
328.406751966721,211,132.99864850434275
328.961675262757,156,99.03410915976599
329.516586098695,154,97.39639704484475
330.071484474534,211,137.57710612827202
330.626370390273,181,118.76191191342544
331.181243845914,176,118.73522917219621
331.736104841456,166,112.62682606086244
332.290953376899,179,123.26707678344643
332.845789452243,191,133.7142465110479
333.400613067489,152,106.94876302623112
333.955424222635,170,122.19108620853882
334.510222917683,185,134.93720823818038
335.065009152631,165,120.83141949294817
335.619782927481,159,118.40568880698
336.174544242232,194,144.10574682707338
336.729293096884,170,126.40746052824677
337.284029491437,152,116.31071371271412
337.838753425891,177,136.15852002711978
338.393464900246,198,159.56535892026017
338.948163914503,170,138.24691998215982
339.50285046866,166,135.13231191594016
340.057524562719,198,163.71179643140627
340.612186196679,171,138.4755298884672
341.166835370539,201,168.11131144646123
341.721472084301,182,152.75898508785951
342.276096337964,185,155.48453849309305
342.830708131529,166,142.02100562515562
343.385307464994,203,171.232741558005
343.93989433836,200,167.6027460695062
344.494468751628,246,207.887162582864
345.049030704796,213,180.62256383362177
345.603580197866,224,190.82012075845557
346.158117230837,257,225.30599839408245
346.712641803709,226,196.49957305749132
347.267153916482,225,195.7367021909112
347.821653569156,211,188.07567291625605
348.376140761731,246,216.9840995288441
348.930615494207,196,177.70394372086167
349.485077766585,230,212.86323606200625
350.039527578864,225,205.21721926518345
350.593964931043,261,240.01939586612275
351.148389823124,238,216.4948242215959
351.702802255106,254,232.19931027581666
352.257202226989,265,244.88398377795428
352.811589738773,251,232.34779167759964
353.365964790458,283,267.8364843505162
353.920327382045,317,298.8080807396038
354.474677513532,328,308.3617120499067
355.029015184921,345,326.8204419963888
355.58334039621,344,325.50262615566845
356.137653147401,417,399.3311535156355
356.691953438493,423,409.0626622816354
357.246241269486,464,452.16960154931735
357.80051664038,466,454.6964250226058
358.354779551176,492,475.5660077927099
358.909030001872,526,501.2527992595304
359.463267992469,551,529.3320343618485
