wavelength,emission_minus_background,calibrated_emission
271.739122871536,175,10.080496632173626
272.29531709766,214,12.32700731020089
272.851498863684,147,8.429900029339413
273.407668169609,178,10.443712491158301
273.963825015436,176,10.520151085960629
274.519969401163,214,13.132769023778067
275.076101326792,171,10.910518225297603
275.632220792322,205,13.401698602243865
276.188327797753,183,12.258712432424304
276.744422343085,146,10.271380608338612
277.300504428318,183,13.1498777894697
277.856574053453,164,12.075710292401833
278.412631218488,220,16.95187064777402
278.968675923425,192,14.838678185756333
279.524708168262,171,13.548666587512738
280.080727953001,183,14.89002466804188
280.636735277641,169,14.023553890680537
281.192730142182,188,16.09248600734474
281.748712546624,133,11.617420822243057
282.304682490967,199,17.991220736929122
282.860639975212,185,16.935878707595773
283.416584999357,178,17.056501795580896
283.972517563403,169,16.66630755747169
284.528437667351,149,15.117035301392278
285.0843453112,183,19.02053345867299
285.64024049495,155,16.26736264458933
286.196123218601,155,16.738003523382726
286.751993482153,206,23.047077227546612
287.307851285606,164,18.770297941470556
287.86369662896,170,20.04391940108118
288.419529512216,164,19.906440642852765
288.975349935372,171,20.838618458417187
289.53115789843,105,12.859362979369935
290.086953401388,163,19.753535026453992
290.642736444248,177,21.389625337891964
291.198507027009,194,23.358297174980986
291.754265149671,224,27.411499646892032
292.310010812235,172,21.793773758121212
292.865744014699,173,22.863298886786502
293.421464757064,222,31.35722688480325
293.977173039331,150,22.9666238464053
294.532868861498,194,32.30865573933097
295.088552223567,167,30.573048161410366
295.644223125537,188,37.13084802195711
296.199881567408,206,42.43315194326975
296.75552754918,147,31.379606686477917
297.311161070853,207,43.7346737558433
297.866782132427,152,32.72747967164084
298.422390733903,218,48.436035316596424
298.977986875279,148,34.54376520703149
299.533570556557,204,49.789585784540364
300.089141777735,198,50.73842130408572
300.644700538815,208,53.89604140385484
301.200246839796,195,50.508399874098075
301.755780680678,152,41.09264016549491
302.311302061461,152,41.62430066376372
302.866810982146,173,49.05886597087269
303.422307442731,189,55.96982611457813
303.977791443217,174,50.90710394748997
304.533262983605,177,52.242354186676174
305.088722063894,214,64.18938218391351
305.644168684084,157,47.790122833786896
306.199602844174,142,44.96544276804092
306.755024544167,157,50.044843147558105
307.31043378406,201,65.35069723146391
307.865830563854,216,72.2455757258657
308.421214883549,220,75.39884677926281
308.976586743146,221,77.52850435554683
309.531946142643,221,79.87438786978998
310.087293082042,194,70.77126723197244
310.642627561342,166,61.843547240749935
311.197949580543,196,75.27119726355687
311.753259139645,209,81.6770311509854
312.308556238648,199,78.85839365695225
312.863840877552,194,77.545387557306
313.419113056357,178,72.80469181770422
313.974372775064,188,77.82854737726497
314.529620033671,172,71.94845875041896
315.08485483218,185,77.905043608064
315.64007717059,178,75.04990871467686
316.195287048901,211,91.97291747937395
316.750484467113,181,80.19943682735548
317.305669425226,173,79.6555514792889
317.86084192324,205,98.04906054418858
318.416001961155,230,110.46736536508294
318.971149538972,174,84.75536327955156
319.526284656689,187,93.02296102198225
320.081407314308,136,66.82937687503389
320.636517511828,174,86.23499228190565
321.191615249249,198,100.96438236060726
321.746700526571,186,94.47286102809404
322.301773343794,196,103.12002469042305
322.856833700918,209,110.68222784311165
323.411881597943,173,93.1574922786357
323.96691703487,164,90.96070788658987
324.521940011697,186,104.40043449481942
325.076950528426,216,125.68325478827393
325.631948585056,216,124.91059854177043
326.186934181586,207,120.05624303059545
326.741907318018,220,128.92324950341077
327.296867994352,182,109.53958565042966
327.851816210586,193,117.82150512455344
328.406751966721,222,139.9322273363227
328.961675262757,226,143.4724914750456
329.516586098695,177,111.94261218790598
330.071484474534,235,153.2256869201134
330.626370390273,187,122.69877087188154
331.181243845914,166,111.98890933286688
331.736104841456,209,141.80124485976054
332.290953376899,190,130.8421485410884
332.845789452243,207,144.91543993605714
333.400613067489,199,140.01844633039468
333.955424222635,242,173.94260507333175
334.510222917683,255,185.99453027424863
335.065009152631,188,137.67458705863186
335.619782927481,215,160.1083213427717
336.174544242232,243,180.503590097829
336.729293096884,241,179.20116463122042
337.284029491437,192,146.91879626869152
337.838753425891,198,152.3129207083035
338.393464900246,249,200.66552712699385
338.948163914503,237,192.7324707986581
339.50285046866,216,175.83481550507875
340.057524562719,226,186.86295956312028
340.612186196679,203,164.38907934127977
341.166835370539,240,200.7299241151776
341.721472084301,218,182.97504807227128
342.276096337964,207,173.9745917192987
342.830708131529,222,189.9317063179792
343.385307464994,258,217.6258488766763
343.93989433836,239,200.28528155305992
344.494468751628,280,236.61953464716225
345.049030704796,251,212.84630761614585
345.603580197866,258,219.783889087864
346.158117230837,253,221.79929024787106
346.712641803709,241,209.54158011882924
347.267153916482,271,235.7539835277197
347.821653569156,253,225.51253671949186
348.376140761731,229,201.98926338254185
348.930615494207,262,237.54302681053957
349.485077766585,293,271.16925289638186
350.039527578864,270,246.26066311822015
350.593964931043,301,276.80397760805727
351.148389823124,265,241.05516142320553
351.702802255106,344,314.4746564365391
352.257202226989,351,324.35576719268664
352.811589738773,332,307.3285531353111
353.365964790458,351,332.1929540884494
353.920327382045,411,387.41363149519606
354.474677513532,382,359.1285792776353
355.029015184921,385,364.7126671553904
355.58334039621,452,427.69531111151787
356.137653147401,474,453.91598744942735
356.691953438493,527,509.6359882326758
357.246241269486,548,534.0278914849696
357.80051664038,602,587.3975276043105
358.354779551176,616,595.4241073177018
358.909030001872,634,604.1716249630081
359.463267992469,693,665.7479125458458
360.017493522968,761,726.3371311461765
360.571706593368,829,793.6678931955059
361.125907203668,794,774.3039811177267
361.68009535387,939,903.7484655771632
362.234271043973,1042,1006.1848072291835
362.788434273977,1074,1035.22881078707
363.342585043883,1074,1029.0880385470398
363.896723353689,1237,1193.8369400963206
364.450849203396,1194,1159.2065635102413
365.004962593005,1400,1352.8900258104995
365.559063522515,1409,1381.6368343412375
366.113151991925,1540,1520.745227789206
366.667228001237,1650,1658.6596460169617
367.22129155045,1755,1795.159903427789
367.775342639564,1769,1827.8803623589006
368.329381268579,1967,2052.539726146715
368.883407437496,1978,2054.1520488273313
369.437421146313,2128,2231.2128744347638
