wavelength,emission_minus_background,calibrated_emission
271.739122871536,196,11.29015622803446
272.29531709766,238,13.70947541975613
272.851498863684,197,11.297212964488873
273.407668169609,204,11.969198585372435
273.963825015436,198,11.835169971705708
274.519969401163,198,12.15087975097223
275.076101326792,218,13.909315632250744
275.632220792322,195,12.747957207012456
276.188327797753,237,15.876037412483935
276.744422343085,218,15.336718990532997
277.300504428318,205,14.730737414433271
277.856574053453,209,15.389167384829166
278.412631218488,243,18.724111670041303
278.968675923425,222,17.15722165228076
279.524708168262,206,16.321785479693705
280.080727953001,221,17.98194235867353
280.636735277641,179,14.853349978886486
281.192730142182,242,20.714795817965037
281.748712546624,200,17.469805747733922
282.304682490967,188,16.996731148455652
282.860639975212,221,20.2315091588036
283.416584999357,186,17.823086145944085
283.972517563403,197,19.427589282969958
284.528437667351,225,22.82773787122995
285.0843453112,202,20.99534294345325
285.64024049495,221,23.194110609382207
286.196123218601,204,22.02937237916178
286.751993482153,227,25.396536556568353
287.307851285606,235,26.896463513692563
287.86369662896,189,22.284122157672606
288.419529512216,216,26.218238895464616
288.975349935372,215,26.200602155319856
289.53115789843,230,28.16812843100081
290.086953401388,221,26.782400250590996
290.642736444248,239,28.882036473198756
291.198507027009,210,25.28475467394849
291.754265149671,217,26.554890282926657
292.310010812235,258,32.69066063718182
292.865744014699,213,28.149610768124422
293.421464757064,215,30.368485496543688
293.977173039331,203,31.081497605468506
294.532868861498,208,34.64020821536517
295.088552223567,181,33.13605818691782
295.644223125537,206,40.68592921554875
296.199881567408,260,53.556405365291916
296.75552754918,207,44.187609415652574
297.311161070853,219,46.27001716197915
297.866782132427,184,39.61747539198628
298.422390733903,238,52.879708281421784
298.977986875279,179,41.779283594990794
299.533570556557,212,51.74211856040469
300.089141777735,258,66.113700487142
300.644700538815,240,62.18774008137097
301.200246839796,222,57.50187062589627
301.755780680678,178,48.121644404329565
302.311302061461,199,54.494972579532764
302.866810982146,248,70.32716046691576
303.422307442731,209,61.89255903675571
303.977791443217,188,55.003077828322496
304.533262983605,252,74.37894494374234
305.088722063894,237,71.08824101676402
305.644168684084,209,63.61869854943606
306.199602844174,165,52.2485778642729
306.755024544167,189,60.245065954703705
307.31043378406,192,62.424546609159556
307.865830563854,189,63.214878760132486
308.421214883549,210,71.9716264711145
308.976586743146,224,78.58092749159498
309.531946142643,218,78.7901201611503
310.087293082042,232,84.6336804011217
310.642627561342,221,82.33387915786588
311.197949580543,214,82.18385823674066
311.753259139645,261,101.99858914070425
312.308556238648,202,80.04721366183092
312.863840877552,222,88.73750534908213
313.419113056357,186,76.0768127982752
313.974372775064,196,81.14040045714859
314.529620033671,172,71.94845875041896
315.08485483218,206,86.74831882843884
315.64007717059,227,95.70971504624521
316.195287048901,223,97.20360472938573
316.750484467113,210,93.0490703521804
317.305669425226,220,101.2960770256853
317.86084192324,206,98.52734864440413
318.416001961155,225,108.06590090062463
318.971149538972,236,114.95555019525383
319.526284656689,258,128.34183927097015
320.081407314308,163,80.0969737546362
320.636517511828,218,108.04154205434156
321.191615249249,207,105.55367246790759
321.746700526571,232,117.8371169812786
322.301773343794,206,108.38125043993443
322.856833700918,248,131.33584930665882
323.411881597943,256,137.85154926780774
323.96691703487,238,132.00395412809993
324.521940011697,190,106.64560512911662
325.076950528426,264,153.61286696344592
325.631948585056,209,120.86256988532416
326.186934181586,225,130.49591633760375
326.741907318018,191,111.92882115977936
327.296867994352,196,117.96570762353963
327.851816210586,176,107.44344508767567
328.406751966721,229,144.3445047748554
328.961675262757,201,127.60164064816001
329.516586098695,224,141.66748661068326
330.071484474534,203,132.36091253099156
330.626370390273,210,137.79006354596322
331.181243845914,196,132.22786885085486
331.736104841456,255,173.01108822602365
332.290953376899,217,149.4355064916641
332.845789452243,226,158.2168571282556
333.400613067489,234,164.64480623775054
333.955424222635,240,172.50506288264305
334.510222917683,220,160.46586925621452
335.065009152631,232,169.89629892341804
335.619782927481,233,173.51273894356189
336.174544242232,238,176.789524457956
336.729293096884,243,180.6883112256704
337.284029491437,252,192.83092010265761
337.838753425891,230,176.92915031772625
338.393464900246,228,183.7419284536329
338.948163914503,260,211.43646585506798
339.50285046866,224,182.34721607934094
340.057524562719,235,194.30440485545694
340.612186196679,214,173.2968619656841
341.166835370539,250,209.09367095330998
341.721472084301,231,193.88640414997553
342.276096337964,254,213.47606906619262
342.830708131529,219,187.36506163800652
343.385307464994,218,183.88540719036988
343.93989433836,269,225.42569346348586
344.494468751628,232,196.05618585050587
345.049030704796,243,206.0623615566671
345.603580197866,227,193.3757473757563
346.158117230837,246,215.66255099200112
346.712641803709,221,192.15223737037869
347.267153916482,274,238.36380622359852
347.821653569156,255,227.29524451964596
348.376140761731,266,234.62508323037613
348.930615494207,250,226.66319352150725
349.485077766585,275,254.51039094370313
350.039527578864,267,243.5244335280177
350.593964931043,241,221.6271049951555
351.148389823124,244,221.9526769330647
351.702802255106,256,234.0276513016105
352.257202226989,276,255.04897933100145
352.811589738773,302,279.5579007435661
353.365964790458,277,262.1579723148162
353.920327382045,302,284.66889710839223
354.474677513532,279,262.2954806765975
355.029015184921,270,255.7725198232608
355.58334039621,279,263.9977694692776
356.137653147401,300,287.2885996515363
356.691953438493,332,321.0610020744751
357.246241269486,339,330.35667009745384
357.80051664038,313,305.407684618188
358.354779551176,308,297.7120536588509
358.909030001872,314,299.226956211963
359.463267992469,308,295.88796113148703
360.017493522968,343,327.3766570080664
360.571706593368,339,324.55176814629255
361.125907203668,340,331.56593649877465
361.68009535387,373,358.9969943133992
362.234271043973,359,346.660600571283
362.788434273977,379,365.3181743838915
363.342585043883,386,369.85845705694356
363.896723353689,389,375.4264912671533
364.450849203396,405,393.1982062157854
365.004962593005,418,403.9343077062777
365.559063522515,462,453.02783354553003
366.113151991925,451,445.3611024239817
366.667228001237,460,462.41420434412265
367.22129155045,499,510.4186847922887
367.775342639564,580,599.3050368389838
368.329381268579,554,578.0920225141231
368.883407437496,602,625.1767105126661
369.437421146313,592,620.7133560457613
369.991422395032,687,721.227389278774
370.545411183651,623,661.7213426694022
371.099387512172,713,761.1032147648779
371.653351380594,754,813.5800953092213
372.207302788917,740,810.0430606820181
372.761241737141,813,887.0743604590042
373.315168225266,864,953.5554088377322
373.869082253293,952,1057.8082074768645
374.42298382122,949,1056.3520737804572
374.976872929048,1003,1122.1766244599742
375.530749576778,1003,1134.895164120713
376.084613764409,1182,1352.0550905788298
376.638465491941,1162,1351.3827757540357
377.192304759374,1227,1462.4754637477265
377.746131566708,1265,1516.484236204256
378.299945913943,1319,1581.952685129089
378.853747801079,1455,1767.8160033767933
379.407537228117,1538,1889.6203290453138
379.961314195055,1510,1853.5049520005616
380.515078701895,1658,2082.132896912414
381.068830748635,1647,2085.994778702672
381.622570335277,1778,2262.088522174476
382.17629746182,1696,2195.8861991712442
382.730012128264,1852,2403.133110840101
383.283714334609,1886,2455.2868521298797
383.837404080856,1925,2519.22902885629
384.391081367003,1988,2647.237665118957
384.944746193052,2124,2839.2416158408128
385.498398559001,2157,2891.5829916677203
386.052038464852,2154,2894.1571221262334
386.605665910604,2268,3066.6243443998046
387.159280896257,2320,3184.929965356174
387.712883421811,2395,3344.51581501067
388.266473487266,2391,3359.7484563346825
388.820051092622,2448,3432.0414548995545
389.37361623788,2428,3384.6247457908075
389.927168923038,2591,3622.195127744184
390.480709148098,2572,3638.1036510168597
391.034236913058,2591,3670.9526286488453
391.58775221792,2722,3854.534861779651
392.141255062683,2730,3899.9306091904155
392.694745447347,2823,4058.59295132228
393.248223371912,3019,4369.678633633972
393.801688836379,2910,4311.126585052926
394.355141840746,3059,4501.466994678245
394.908582385014,3048,4524.001661571063
395.462010469184,3090,4609.188249820637
396.015426093255,3142,4673.273523427536
396.568829257227,3170,4749.19663325346
397.122219961099,3201,4793.06189197313
397.675598204873,3305,5036.094798575593
398.228963988549,3390,5175.003978793534
398.782317312125,3460,5282.205638397209
399.335658175602,3454,5241.193313538078
399.888986578981,3481,5202.382670535919
400.44230252226,3573,5328.172678376966
400.995606005441,3613,5426.324235572021
401.548897028523,3703,5572.7811268416035
402.102175591506,3859,5837.949342449609
402.65544169439,3793,5670.555738403344
403.208695337175,3824,5706.589780173039
403.761936519861,3995,5981.810283270219
404.315165242448,4106,6184.927125626241
404.868381504937,4151,6405.730516313598
405.421585307326,4187,6424.573713046998
405.974776649617,4337,6702.301188912749
406.527955531809,4520,6978.060956788283
407.081121953902,4514,6861.829101118196
407.634275915896,4604,6954.358508116166
408.187417417791,4704,7027.359869667964
408.740546459587,4867,7164.0903202769605
409.293663041284,5014,7374.800650598669
409.846767162883,5124,7623.079442621298
410.399858824382,5427,8025.569865462712
410.952938025783,5354,8007.512952441277
411.506004767085,5652,8457.517298055536
412.059059048288,5936,8820.676536552364
412.612100869392,6221,9218.063362154699
413.165130230397,6410,9486.11584500377
413.718147131303,6452,9461.18337827777
414.27115157211,6692,9746.005754715901
414.824143552819,7001,10120.132254449358
415.377123073428,7141,10253.448848872818
415.930090133939,7617,10880.46302257687
416.483044734351,7739,10994.420351498507
417.035986874663,8236,11715.287674981615
417.588916554877,8536,12029.358917375357
418.141833774992,8785,12435.813547968175
418.694738535009,9258,13083.98831515783
419.247630834926,9663,13485.449185496129
419.800510674744,10200,14155.516664809686
420.353378054464,10515,14549.666471821387
420.906232974084,11074,15142.467650044782
421.459075433606,11379,15577.535252872169
422.011905433029,12143,16636.65220797621
422.564722972353,12593,17088.112503537395
423.117528051578,13216,17744.46657159194
423.670320670704,13678,18268.143422723235
424.223100829732,14565,19047.23578735538
424.77586852866,15114,19750.81988618668
425.32862376749,16010,20939.36341316351
425.88136654622,16730,21622.883244124212
426.434096864852,17291,22388.801023114735
426.986814723385,18298,23298.97986725874
427.539520121819,19355,24669.91904111447
428.092213060154,20061,25411.492325308842
428.64489353839,20938,26341.457731521736
