266.64479	734	741	736	742	747	739	741	738	745	737	
267.20267	736	739	744	738	747	737	743	734	735	744	
267.76053	736	748	743	736	740	737	745	732	734	738	
268.31837	733	743	742	733	745	736	739	732	747	738	
268.87621	742	741	736	735	742	740	743	746	733	734	
269.43404	736	739	739	733	741	740	741	739	742	739	
269.99185	740	742	745	746	743	739	738	742	745	740	
270.54966	742	743	741	742	741	736	734	741	740	743	
271.10745	737	743	736	741	740	740	744	744	743	744	
271.66523	740	736	744	745	739	740	747	737	743	741	
272.223	739	741	736	742	742	750	737	741	738	743	
272.78076	738	740	743	742	737	742	750	746	741	738	
273.33851	743	741	736	746	744	747	746	742	737	735	
273.89625	741	741	738	741	748	743	738	741	736	744	
274.45397	737	743	741	734	730	742	741	742	740	735	
275.01169	742	740	736	737	741	741	738	738	746	732	
275.56939	740	743	739	742	739	740	746	739	739	743	
276.12708	744	744	736	742	745	741	734	735	744	744	
276.68476	739	740	738	739	745	737	744	743	749	737	
277.24243	743	740	746	743	748	737	745	732	743	750	
277.80008	743	749	745	740	738	742	742	735	747	739	
278.35773	743	734	745	744	742	741	738	742	740	744	
278.91536	742	745	739	739	738	739	744	736	737	739	
279.47298	743	738	738	741	741	746	737	752	752	743	
280.0306	743	741	744	742	734	742	747	742	740	742	
280.58819	739	740	741	746	744	739	743	751	748	740	
281.14578	740	736	746	752	735	741	740	740	742	745	
281.70336	734	739	747	742	743	739	741	741	740	745	
282.26092	739	744	742	742	748	745	744	744	736	750	
282.81848	736	739	746	736	747	741	744	741	738	743	
283.37602	744	735	741	739	741	741	740	745	744	738	
283.93355	741	744	745	742	744	743	750	745	745	746	
284.49107	749	741	748	743	738	746	747	743	736	740	
285.04858	741	742	740	744	739	746	741	736	740	738	
285.60607	744	738	740	735	743	739	743	740	742	743	
286.16356	740	742	738	740	745	745	745	735	738	739	
286.72103	743	751	742	735	743	741	735	741	743	741	
287.27849	739	746	742	731	750	740	748	744	739	748	
287.83594	738	745	743	745	742	742	743	744	737	740	
288.39338	745	743	742	750	751	741	746	745	747	743	
288.9508	740	741	744	737	747	743	743	741	744	738	
289.50822	741	740	743	744	745	738	743	740	741	740	
290.06562	741	743	744	745	749	742	735	747	745	736	
290.62301	742	741	742	743	740	741	745	746	743	741	
291.18039	742	743	739	746	739	744	747	739	739	742	
291.73776	746	746	733	740	745	744	739	742	742	737	
292.29511	741	742	741	745	736	739	739	741	741	737	
292.85246	742	738	744	742	741	746	748	740	743	743	
293.40979	739	740	736	746	743	743	747	732	742	743	
293.96711	737	740	740	736	738	744	744	734	742	745	
294.52442	745	742	740	744	741	744	737	743	735	736	
295.08171	746	747	743	743	742	739	742	750	743	744	
295.639	742	745	740	742	741	738	746	748	749	737	
296.19627	740	741	741	740	743	736	746	742	739	744	
296.75353	738	739	740	741	747	741	744	748	741	738	
297.31078	743	746	735	742	749	744	743	739	745	740	
297.86802	743	747	747	742	749	742	744	743	740	743	
298.42525	748	741	748	737	745	743	741	740	742	733	
298.98246	733	743	742	742	738	736	739	740	741	745	
299.53966	741	742	738	733	739	743	734	740	747	746	
300.09685	748	750	746	740	747	747	746	739	741	748	
300.65403	746	738	738	739	745	747	743	742	740	743	
301.2112	746	738	741	749	734	744	747	742	740	742	
301.76835	742	743	748	747	741	752	741	742	744	751	
302.3255	743	744	742	744	743	750	741	742	735	748	
302.88263	742	744	743	733	743	740	751	747	745	743	
303.43975	736	746	739	740	745	739	748	743	751	745	
303.99685	738	736	742	732	739	747	741	737	740	747	
304.55395	742	740	742	747	742	743	735	744	754	742	
305.11103	741	741	739	743	743	741	736	743	731	742	
305.6681	743	743	737	736	745	744	734	739	746	744	
306.22516	744	740	744	743	749	739	747	749	742	748	
306.7822	739	747	744	746	746	746	745	744	750	739	
307.33924	749	743	745	743	752	742	742	739	745	745	
307.89626	744	743	745	742	740	743	740	746	735	735	
308.45327	740	742	747	745	741	739	747	743	736	742	
309.01027	749	742	738	745	742	741	747	741	744	739	
309.56726	743	742	735	742	740	745	746	740	741	741	
310.12423	742	743	742	743	744	740	741	740	740	743	
310.68119	738	740	739	746	742	750	751	747	743	742	
311.23814	742	743	752	742	751	744	750	737	749	753	
311.79508	738	743	741	743	740	750	742	740	736	735	
312.352	745	744	743	745	741	745	741	743	754	736	
312.90892	747	743	744	744	750	744	743	746	747	748	
313.46582	742	742	743	745	738	744	739	746	745	741	
314.02271	740	752	740	746	744	741	741	743	734	746	
314.57958	743	743	739	747	748	746	740	738	737	752	
315.13645	740	752	743	745	738	746	743	748	745	746	
315.6933	735	744	740	743	739	744	751	741	741	743	
316.25014	738	748	738	742	746	748	740	733	740	740	
316.80697	735	739	740	747	738	740	747	747	744	748	
317.36378	742	739	746	740	744	743	744	740	743	745	
317.92059	743	739	736	746	746	743	754	743	751	744	
318.47738	743	739	748	738	749	740	749	740	748	742	
319.03416	743	747	743	743	744	747	745	747	737	747	
319.59092	740	744	742	742	738	746	744	745	742	752	
320.14768	740	746	740	741	741	745	745	740	747	740	
320.70442	743	737	744	745	743	739	742	741	743	739	
321.26115	736	740	736	747	744	743	741	741	744	743	
321.81786	737	747	738	743	746	741	745	741	740	744	
322.37457	743	749	746	744	741	743	743	746	746	746	
322.93126	741	744	742	746	743	750	747	741	742	743	
323.48794	744	740	743	741	734	733	747	747	747	748	
324.04461	744	744	744	745	740	746	740	740	739	749	
324.60126	743	746	742	744	744	736	738	744	741	741	
325.1579	746	745	745	743	744	744	739	737	747	740	
325.71453	741	746	747	747	739	746	743	745	741	742	
326.27115	742	744	745	741	742	747	743	738	744	744	
326.82775	743	741	740	739	755	744	743	750	743	744	
327.38435	738	747	743	741	736	748	738	745	740	745	
327.94093	742	736	743	743	744	744	752	748	745	744	
328.49749	746	741	736	742	742	747	744	749	740	747	
329.05405	745	744	742	750	747	745	740	744	743	746	
329.61059	741	747	743	747	750	750	744	749	743	746	
330.16712	744	740	745	740	743	746	739	748	752	744	
330.72364	743	736	739	751	745	736	743	744	749	747	
331.28014	734	741	739	744	744	741	744	742	739	744	
331.83663	740	743	744	744	740	742	753	747	748	735	
332.39311	742	743	737	743	739	740	742	742	737	737	
332.94958	739	743	748	746	749	742	744	748	743	740	
333.50603	749	746	752	750	742	749	740	742	742	754	
334.06248	741	746	746	744	737	736	739	746	746	738	
334.6189	740	733	741	749	748	743	746	737	742	746	
335.17532	743	742	745	744	741	748	740	750	745	740	
335.73172	743	751	739	741	745	739	740	753	740	740	
336.28811	750	748	736	741	739	734	750	740	744	743	
336.84449	745	753	749	742	745	744	754	745	735	739	
337.40086	740	745	745	747	738	751	745	744	743	746	
337.95721	744	754	741	745	739	748	741	747	745	755	
338.51355	743	744	751	737	745	744	734	749	750	746	
339.06988	740	742	752	739	743	744	741	750	741	746	
339.62619	740	749	742	742	739	747	741	749	745	745	
340.18249	744	748	742	745	740	735	742	742	740	747	
340.73878	747	741	741	739	748	741	737	738	743	738	
341.29506	743	738	740	741	747	739	739	733	735	743	
341.85132	749	746	746	740	745	745	746	744	747	745	
342.40757	743	740	739	741	746	747	740	742	746	749	
342.96381	749	740	743	743	740	740	739	743	742	745	
343.52003	746	738	749	747	744	747	745	750	745	745	
344.07625	749	741	744	742	734	747	749	741	742	743	
344.63244	752	753	756	755	753	761	754	756	758	758	
345.18863	743	743	749	753	750	751	747	744	748	754	
345.7448	749	753	743	745	739	747	743	746	743	749	
346.30096	745	752	737	739	745	742	745	746	743	746	
346.85711	740	748	744	749	748	755	746	744	741	742	
347.41325	743	747	743	743	749	741	742	741	742	743	
347.96937	742	749	742	746	742	738	749	739	742	747	
348.52548	741	751	740	746	746	740	742	748	747	736	
349.08157	746	743	740	741	749	747	750	742	745	743	
349.63765	750	744	746	742	743	745	747	735	740	742	
350.19372	743	752	751	749	737	741	743	742	750	748	
350.74978	743	751	746	738	741	752	743	742	742	747	
351.30582	748	739	750	744	748	738	750	736	741	741	
351.86185	742	741	743	747	743	739	743	743	741	745	
352.41787	746	742	746	751	742	741	743	746	752	745	
352.97388	747	740	742	744	742	744	742	740	746	741	
353.52987	744	742	740	746	743	743	747	743	749	739	
354.08585	740	745	743	750	736	738	747	739	747	740	
354.64181	744	747	745	742	742	745	741	741	738	741	
355.19776	746	737	743	749	741	737	746	743	738	744	
355.7537	748	742	749	747	740	738	748	749	753	746	
