266.64479	743	747	742	748	746	744	744	742	742	746	
267.20267	744	746	741	740	743	738	740	743	738	740	
267.76053	735	744	741	735	738	742	735	736	739	739	
268.31837	750	741	741	732	746	748	734	739	736	740	
268.87621	730	739	741	739	739	739	745	746	739	744	
269.43404	734	734	745	744	738	743	748	743	732	743	
269.99185	738	733	738	739	747	742	737	745	740	740	
270.54966	744	735	744	736	739	750	749	738	741	740	
271.10745	730	738	746	735	734	738	737	739	739	738	
271.66523	746	739	747	737	749	745	739	747	735	743	
272.223	738	738	739	736	738	741	739	737	736	739	
272.78076	740	735	741	741	741	734	753	740	743	739	
273.33851	739	748	738	739	739	733	741	741	751	740	
273.89625	752	738	733	745	745	743	739	736	749	737	
274.45397	738	745	741	739	746	739	741	741	738	745	
275.01169	741	739	749	734	739	734	743	738	739	735	
275.56939	740	741	733	736	737	741	738	738	738	742	
276.12708	746	734	741	747	739	741	738	738	745	743	
276.68476	741	734	737	741	746	737	741	737	738	739	
277.24243	740	741	746	737	743	739	740	738	743	739	
277.80008	738	739	740	742	739	732	743	739	747	749	
278.35773	739	746	743	743	741	736	739	737	741	738	
278.91536	738	739	736	735	735	736	739	741	741	748	
279.47298	740	747	734	737	739	734	737	737	745	742	
280.0306	742	743	740	740	737	747	746	741	736	745	
280.58819	744	740	735	739	738	740	738	741	740	741	
281.14578	738	739	739	748	736	746	745	740	737	741	
281.70336	736	745	738	735	749	741	740	741	744	741	
282.26092	745	745	735	746	745	741	737	749	745	740	
282.81848	747	747	740	743	734	744	745	745	748	733	
283.37602	742	743	738	737	744	739	736	749	738	739	
283.93355	739	749	746	742	739	739	739	740	742	735	
284.49107	738	744	749	744	738	745	734	744	748	745	
285.04858	739	738	745	745	736	738	742	741	739	751	
285.60607	738	746	742	734	739	737	738	746	735	743	
286.16356	738	737	740	744	741	734	741	742	742	740	
286.72103	747	739	738	738	734	741	739	750	743	735	
287.27849	735	747	739	741	741	739	745	744	742	744	
287.83594	742	743	741	744	744	739	739	744	736	739	
288.39338	748	742	747	739	739	744	744	742	745	752	
288.9508	745	739	747	736	739	743	734	744	739	745	
289.50822	749	743	749	735	736	745	742	737	742	741	
290.06562	743	746	743	736	733	743	743	743	743	743	
290.62301	737	741	743	743	735	746	734	749	739	743	
291.18039	740	741	749	741	738	738	736	742	737	738	
291.73776	740	745	742	737	739	747	749	745	737	750	
292.29511	737	738	748	742	744	746	737	740	733	744	
292.85246	742	743	738	742	745	740	742	744	739	741	
293.40979	745	747	750	741	752	742	741	751	742	745	
293.96711	735	737	745	742	742	742	739	741	740	743	
294.52442	739	744	747	737	746	742	740	741	741	744	
295.08171	738	737	741	746	743	748	742	738	743	744	
295.639	748	748	749	741	748	747	741	740	748	743	
296.19627	739	740	737	739	745	751	739	750	740	747	
296.75353	733	745	745	741	753	746	741	744	746	738	
297.31078	744	739	739	746	740	739	737	741	742	750	
297.86802	738	741	743	739	741	736	747	743	743	742	
298.42525	748	740	739	742	739	736	746	740	750	743	
298.98246	745	746	738	748	743	740	743	740	741	741	
299.53966	741	743	742	744	742	742	739	743	746	748	
300.09685	747	743	747	739	741	747	745	748	750	742	
300.65403	749	747	743	745	755	740	754	746	744	748	
301.2112	740	752	740	743	744	746	743	753	744	743	
301.76835	741	741	737	742	749	746	742	746	749	741	
302.3255	749	741	736	743	735	741	745	742	744	742	
302.88263	739	742	746	741	749	747	738	742	742	742	
303.43975	747	740	735	746	747	741	741	747	750	743	
303.99685	737	741	740	744	740	743	747	743	737	739	
304.55395	736	742	741	745	738	744	738	743	737	747	
305.11103	734	745	742	746	740	744	744	740	748	743	
305.6681	740	736	737	741	737	743	741	751	737	741	
306.22516	740	740	740	740	744	742	743	745	744	742	
306.7822	748	739	743	745	746	747	747	743	747	742	
307.33924	742	742	744	750	742	742	743	743	746	748	
307.89626	742	741	739	750	739	747	741	744	742	745	
308.45327	740	735	739	741	747	741	734	746	737	739	
309.01027	738	743	736	741	741	740	746	744	737	737	
309.56726	738	742	746	741	746	741	742	749	741	743	
310.12423	744	742	746	741	744	746	747	748	742	745	
310.68119	750	742	746	745	741	738	740	737	735	744	
311.23814	741	744	739	743	743	742	745	736	738	738	
311.79508	745	738	740	742	745	735	742	746	744	739	
312.352	747	742	745	740	741	746	741	738	743	743	
312.90892	740	746	746	741	748	743	741	746	739	740	
313.46582	745	745	748	751	750	745	749	748	749	747	
314.02271	747	747	750	745	742	745	738	745	746	743	
314.57958	738	746	745	748	744	745	739	743	745	748	
315.13645	743	746	749	740	741	745	743	743	753	746	
315.6933	746	736	743	745	749	742	739	747	749	743	
316.25014	751	738	738	746	744	748	745	746	746	747	
316.80697	743	739	738	745	744	746	743	737	739	750	
317.36378	739	742	743	747	745	738	734	740	743	738	
317.92059	743	744	745	747	736	744	743	744	741	748	
318.47738	743	741	753	745	745	740	751	750	744	741	
319.03416	744	742	738	740	743	745	739	739	747	746	
319.59092	742	741	742	750	745	744	746	753	740	738	
320.14768	746	748	741	742	745	743	748	746	743	745	
320.70442	747	739	742	746	745	741	743	742	739	744	
321.26115	740	746	739	734	745	742	737	748	745	743	
321.81786	743	738	746	744	748	745	745	747	754	740	
322.37457	752	753	746	744	745	740	749	740	740	748	
